,,,,,,,,,,,,,,,
Предельное значение зависимости,120%,,,Ignore This Dividend Events,,,,Ticker,Weight,Tax,,,Rate,EXCEL YEARFRAC CONVENTION
Значение целевой волатильности,9%,,,Spin-Off,,,Equity1,MSFT UQ Equity,20.00%,15.00%,,,US0003M Index,2
Продолжительность периода определения реализованной волатильности,20,,,Spinoff,,,Equity2,AAPL UQ Equity,20.00%,15.00%,,,,
Дата начала расчета,1/15/2020,,,Stock Split,,,Equity3,GOOGL UQ Equity,20.00%,15.00%,,,,
Первоначальное значение,100,,,Consolidation,,,Equity4,FB UQ Equity,20.00%,15.00%,,,,
,,,,Stock Dividend,,,Equity5,700 HK Equity,20.00%,15.00%,,,,
,,,,Bonus,,,Equity6,,,,,,,
,,,,Rights Offering,,,Equity7,,,,,,,
,,,,Entitlement,,,Equity8,,,,,,,
,,,,Poison Pill Rights,,,Equity9,,,,,,,
,,,,Split-Off,,,Equity10,,,,,,,
,,,,Rights Issue,,,,,,,,,,
,PXLAST,Даты,Цена Базового актива в Дату,DIVIDENDS,Даты отсечки,"Сумма дивидендов, единиц валюты актива",Тип дивидендов
,,9/18/2014,597.27,,,,
,,9/19/2014,605.4,,,,
,,9/22/2014,597.27,,,,
,,9/23/2014,591.18,,,,
,,9/24/2014,598.42,,,,
,,9/25/2014,585.25,,,,
,,9/26/2014,587.9,,,,
,,9/29/2014,587.81,,,,
,,9/30/2014,588.41,,,,
,,10/1/2014,579.63,,,,
,,10/2/2014,580.88,,,,
,,10/3/2014,586.25,,,,
,,10/6/2014,587.78,,,,
,,10/7/2014,574.1,,,,
,,10/8/2014,583.74,,,,
,,10/9/2014,570.81,,,,
,,10/10/2014,555.19,,,,
,,10/13/2014,544.75,,,,
,,10/14/2014,548.69,,,,
,,10/15/2014,540.73,,,,
,,10/16/2014,536.92,,,,
,,10/17/2014,522.97,,,,
,,10/20/2014,532.38,,,,
,,10/21/2014,538.03,,,,
,,10/22/2014,542.69,,,,
,,10/23/2014,553.65,,,,
,,10/24/2014,548.9,,,,
,,10/27/2014,549.88,,,,
,,10/28/2014,558.94,,,,
,,10/29/2014,558.45,,,,
,,10/30/2014,560.27,,,,
,,10/31/2014,567.87,,,,
,,11/3/2014,563.77,,,,
,,11/4/2014,564.19,,,,
,,11/5/2014,555.95,,,,
,,11/6/2014,551.69,,,,
,,11/7/2014,551.82,,,,
,,11/10/2014,558.23,,,,
,,11/11/2014,561.29,,,,
,,11/12/2014,558.25,,,,
,,11/13/2014,556.44,,,,
,,11/14/2014,555.19,,,,
,,11/17/2014,546.64,,,,
,,11/18/2014,544.51,,,,
,,11/19/2014,547.2,,,,
,,11/20/2014,543.76,,,,
,,11/21/2014,545.89,,,,
,,11/24/2014,547.48,,,,
,,11/25/2014,549.23,,,,
,,11/26/2014,547.73,,,,
,,11/28/2014,549.08,,,,
,,12/1/2014,539.65,,,,
,,12/2/2014,538.59,,,,
,,12/3/2014,536.97,,,,
,,12/4/2014,542.58,,,,
,,12/5/2014,528.08,,,,
,,12/8/2014,530.73,,,,
,,12/9/2014,536.11,,,,
,,12/10/2014,528.04,,,,
,,12/11/2014,532.11,,,,
,,12/12/2014,521.51,,,,
,,12/15/2014,515.84,,,,
,,12/16/2014,498.16,,,,
,,12/17/2014,506.45,,,,
,,12/18/2014,514.62,,,,
,,12/19/2014,520.04,,,,
,,12/22/2014,532.3,,,,
,,12/23/2014,538.77,,,,
,,12/24/2014,536.93,,,,
,,12/26/2014,541.52,,,,
,,12/29/2014,537.31,,,,
,,12/30/2014,535.28,,,,
,,12/31/2014,530.66,,,,
,,1/2/2015,529.55,,,,
,,1/5/2015,519.46,,,,
,,1/6/2015,506.64,,,,
,,1/7/2015,505.15,,,,
,,1/8/2015,506.91,,,,
,,1/9/2015,500.72,,,,
,,1/12/2015,497.06,,,,
,,1/13/2015,501.8,,,,
,,1/14/2015,505.93,,,,
,,1/15/2015,504.01,,,,
,,1/16/2015,510.455,,,,
,,1/20/2015,509.94,,,,
,,1/21/2015,520.39,,,,
,,1/22/2015,537.3,,,,
,,1/23/2015,541.95,,,,
,,1/26/2015,536.72,,,,
,,1/27/2015,521.19,,,,
,,1/28/2015,512.43,,,,
,,1/29/2015,513.23,,,,
,,1/30/2015,537.55,,,,
,,2/2/2015,532.2,,,,
,,2/3/2015,533.3,,,,
,,2/4/2015,526.1,,,,
,,2/5/2015,529.83,,,,
,,2/6/2015,533.875,,,,
,,2/9/2015,529.28,,,,
,,2/10/2015,540.16,,,,
,,2/11/2015,538,,,,
,,2/12/2015,546.01,,,,
,,2/13/2015,551.16,,,,
,,2/17/2015,545.01,,,,
,,2/18/2015,542.65,,,,
,,2/19/2015,546.45,,,,
,,2/20/2015,541.8,,,,
,,2/23/2015,535,,,,
,,2/24/2015,538.65,,,,
,,2/25/2015,547.33,,,,
,,2/26/2015,559.29,,,,
,,2/27/2015,562.63,,,,
,,3/2/2015,575.02,,,,
,,3/3/2015,578.795,,,,
,,3/4/2015,578.33,,,,
,,3/5/2015,581.435,,,,
,,3/6/2015,572.9,,,,
,,3/9/2015,574.1,,,,
,,3/10/2015,559.85,,,,
,,3/11/2015,555.69,,,,
,,3/12/2015,561.17,,,,
,,3/13/2015,553,,,,
,,3/16/2015,561.64,,,,
,,3/17/2015,557.61,,,,
,,3/18/2015,566.16,,,,
,,3/19/2015,563.67,,,,
,,3/20/2015,564.95,,,,
,,3/23/2015,565.37,,,,
,,3/24/2015,577.54,,,,
,,3/25/2015,567,,,,
,,3/26/2015,563.64,,,,
,,3/27/2015,557.55,,,,
,,3/30/2015,561.135,,,,
,,3/31/2015,554.7,,,,
,,4/1/2015,549.49,,,,
,,4/2/2015,541.31,,,,
,,4/6/2015,543.95,,,,
,,4/7/2015,544.86,,,,
,,4/8/2015,548.84,,,,
,,4/9/2015,548.02,,,,
,,4/10/2015,548.54,,,,
,,4/13/2015,548.64,,,,
,,4/14/2015,539.78,,,,
,,4/15/2015,541.04,,,,
,,4/16/2015,543.52,,,,
,,4/17/2015,532.74,,,,
,,4/20/2015,544.53,,,,
,,4/21/2015,542.925,,,,
,,4/22/2015,549.18,,,,
,,4/23/2015,557.46,,,,
,,4/24/2015,573.66,,,,
,,4/27/2015,566.12,,,,
,,4/28/2015,564.37,,,,
,,4/29/2015,561.39,,,,
,,4/30/2015,548.77,,,,
,,5/1/2015,551.16,,,,
,,5/4/2015,552.84,,,,
,,5/5/2015,543.045,,,,
,,5/6/2015,535.08,,,,
,,5/7/2015,542.04,,,,
,,5/8/2015,548.95,,,,
,,5/11/2015,545.78,,,,
,,5/12/2015,538.73,,,,
,,5/13/2015,539.49,,,,
,,5/14/2015,549.2,,,,
,,5/15/2015,546.49,,,,
,,5/18/2015,546.67,,,,
,,5/19/2015,549.28,,,,
,,5/20/2015,552.51,,,,
,,5/21/2015,556.81,,,,
,,5/22/2015,554.52,,,,
,,5/26/2015,547.19,,,,
,,5/27/2015,554.25,,,,
,,5/28/2015,554.18,,,,
,,5/29/2015,545.32,,,,
,,6/1/2015,549.21,,,,
,,6/2/2015,553.95,,,,
,,6/3/2015,555.29,,,,
,,6/4/2015,551.69,,,,
,,6/5/2015,549.53,,,,
,,6/8/2015,543.48,,,,
,,6/9/2015,542.16,,,,
,,6/10/2015,552.6,,,,
,,6/11/2015,550.04,,,,
,,6/12/2015,547.47,,,,
,,6/15/2015,543,,,,
,,6/16/2015,544.87,,,,
,,6/17/2015,546.6,,,,
,,6/18/2015,556.18,,,,
,,6/19/2015,557.52,,,,
,,6/22/2015,559.68,,,,
,,6/23/2015,563.39,,,,
,,6/24/2015,558.57,,,,
,,6/25/2015,557.95,,,,
,,6/26/2015,553.06,,,,
,,6/29/2015,541.25,,,,
,,6/30/2015,540.04,,,,
,,7/1/2015,543.3,,,,
,,7/2/2015,547.34,,,,
,,7/6/2015,545.62,,,,
,,7/7/2015,550.03,,,,
,,7/8/2015,541.7,,,,
,,7/9/2015,544.65,,,,
,,7/10/2015,556.11,,,,
,,7/13/2015,571.73,,,,
,,7/14/2015,584.18,,,,
,,7/15/2015,583.96,,,,
,,7/16/2015,601.78,,,,
,,7/17/2015,699.62,,,,
,,7/20/2015,692.84,,,,
,,7/21/2015,695.35,,,,
,,7/22/2015,695.1,,,,
,,7/23/2015,674.73,,,,
,,7/24/2015,654.77,,,,
,,7/27/2015,658.27,,,,
,,7/28/2015,659.66,,,,
,,7/29/2015,661.43,,,,
,,7/30/2015,664.56,,,,
,,7/31/2015,657.5,,,,
,,8/3/2015,664.72,,,,
,,8/4/2015,661.28,,,,
,,8/5/2015,673.29,,,,
,,8/6/2015,670.15,,,,
,,8/7/2015,664.39,,,,
,,8/10/2015,663.14,,,,
,,8/11/2015,690.3,,,,
,,8/12/2015,691.47,,,,
,,8/13/2015,686.51,,,,
,,8/14/2015,689.37,,,,
,,8/17/2015,694.11,,,,
,,8/18/2015,688.73,,,,
,,8/19/2015,694.04,,,,
,,8/20/2015,679.48,,,,
,,8/21/2015,644.03,,,,
,,8/24/2015,618.11,,,,
,,8/25/2015,612.47,,,,
,,8/26/2015,659.74,,,,
,,8/27/2015,667.96,,,,
,,8/28/2015,659.69,,,,
,,8/31/2015,647.82,,,,
,,9/1/2015,629.56,,,,
,,9/2/2015,644.91,,,,
,,9/3/2015,637.05,,,,
,,9/4/2015,628.96,,,,
,,9/8/2015,643.88,,,,
,,9/9/2015,643.41,,,,
,,9/10/2015,651.08,,,,
,,9/11/2015,655.3,,,,
,,9/14/2015,652.47,,,,
,,9/15/2015,665.07,,,,
,,9/16/2015,665.52,,,,
,,9/17/2015,671.67,,,,
,,9/18/2015,660.92,,,,
,,9/21/2015,666.98,,,,
,,9/22/2015,653.2,,,,
,,9/23/2015,653.29,,,,
,,9/24/2015,654.91,,,,
,,9/25/2015,640.15,,,,
,,9/28/2015,624.25,,,,
,,9/29/2015,622.61,,,,
,,9/30/2015,638.37,,,,
,,10/1/2015,642,,,,
,,10/2/2015,656.99,,,,
,,10/5/2015,671.68,,,,
,,10/6/2015,671.64,,,,
,,10/7/2015,670,,,,
,,10/8/2015,667,,,,
,,10/9/2015,671.24,,,,
,,10/12/2015,676.43,,,,
,,10/13/2015,683.17,,,,
,,10/14/2015,680.41,,,,
,,10/15/2015,693.02,,,,
,,10/16/2015,695.32,,,,
,,10/19/2015,699.95,,,,
,,10/20/2015,680,,,,
,,10/21/2015,671.8,,,,
,,10/22/2015,681.14,,,,
,,10/23/2015,719.33,,,,
,,10/26/2015,731.12,,,,
,,10/27/2015,732.82,,,,
,,10/28/2015,736.92,,,,
,,10/29/2015,744.85,,,,
,,10/30/2015,737.39,,,,
,,11/2/2015,747.74,,,,
,,11/3/2015,748.82,,,,
,,11/4/2015,755.31,,,,
,,11/5/2015,760.67,,,,
,,11/6/2015,761.6,,,,
,,11/9/2015,754.77,,,,
,,11/10/2015,758.26,,,,
,,11/11/2015,765.25,,,,
,,11/12/2015,756.53,,,,
,,11/13/2015,740.07,,,,
,,11/16/2015,750.42,,,,
,,11/17/2015,745.98,,,,
,,11/18/2015,760.01,,,,
,,11/19/2015,759.94,,,,
,,11/20/2015,777,,,,
,,11/23/2015,776.7,,,,
,,11/24/2015,769.63,,,,
,,11/25/2015,769.26,,,,
,,11/27/2015,771.97,,,,
,,11/30/2015,762.85,,,,
,,12/1/2015,783.79,,,,
,,12/2/2015,777.85,,,,
,,12/3/2015,768.2,,,,
,,12/4/2015,779.21,,,,
,,12/7/2015,772.99,,,,
,,12/8/2015,775.14,,,,
,,12/9/2015,762.55,,,,
,,12/10/2015,760.04,,,,
,,12/11/2015,750.42,,,,
,,12/14/2015,762.54,,,,
,,12/15/2015,760.09,,,,
,,12/16/2015,776.59,,,,
,,12/17/2015,769.83,,,,
,,12/18/2015,756.85,,,,
,,12/21/2015,760.8,,,,
,,12/22/2015,767.13,,,,
,,12/23/2015,768.51,,,,
,,12/24/2015,765.84,,,,
,,12/28/2015,782.24,,,,
,,12/29/2015,793.96,,,,
,,12/30/2015,790.3,,,,
,,12/31/2015,778.01,,,,
,,1/4/2016,759.44,,,,
,,1/5/2016,761.53,,,,
,,1/6/2016,759.33,,,,
,,1/7/2016,741,,,,
,,1/8/2016,730.91,,,,
,,1/11/2016,733.07,,,,
,,1/12/2016,745.34,,,,
,,1/13/2016,719.57,,,,
,,1/14/2016,731.39,,,,
,,1/15/2016,710.49,,,,
,,1/19/2016,719.08,,,,
,,1/20/2016,718.56,,,,
,,1/21/2016,726.67,,,,
,,1/22/2016,745.46,,,,
,,1/25/2016,733.62,,,,
,,1/26/2016,733.79,,,,
,,1/27/2016,717.58,,,,
,,1/28/2016,748.3,,,,
,,1/29/2016,761.35,,,,
,,2/1/2016,770.77,,,,
,,2/2/2016,780.91,,,,
,,2/3/2016,749.38,,,,
,,2/4/2016,730.03,,,,
,,2/5/2016,703.76,,,,
,,2/8/2016,704.16,,,,
,,2/9/2016,701.02,,,,
,,2/10/2016,706.85,,,,
,,2/11/2016,706.36,,,,
,,2/12/2016,706.89,,,,
,,2/16/2016,717.64,,,,
,,2/17/2016,731.97,,,,
,,2/18/2016,717.51,,,,
,,2/19/2016,722.11,,,,
,,2/22/2016,729.05,,,,
,,2/23/2016,717.29,,,,
,,2/24/2016,720.9,,,,
,,2/25/2016,729.12,,,,
,,2/26/2016,724.86,,,,
,,2/29/2016,717.22,,,,
,,3/1/2016,742.17,,,,
,,3/2/2016,739.48,,,,
,,3/3/2016,731.59,,,,
,,3/4/2016,730.22,,,,
,,3/7/2016,712.8,,,,
,,3/8/2016,713.53,,,,
,,3/9/2016,725.41,,,,
,,3/10/2016,732.17,,,,
,,3/11/2016,744.87,,,,
,,3/14/2016,750.24,,,,
,,3/15/2016,750.57,,,,
,,3/16/2016,757.36,,,,
,,3/17/2016,758.48,,,,
,,3/18/2016,755.41,,,,
,,3/21/2016,762.16,,,,
,,3/22/2016,760.05,,,,
,,3/23/2016,757.56,,,,
,,3/24/2016,754.84,,,,
,,3/28/2016,753.28,,,,
,,3/29/2016,765.89,,,,
,,3/30/2016,768.34,,,,
,,3/31/2016,762.9,,,,
,,4/1/2016,769.67,,,,
,,4/4/2016,765.12,,,,
,,4/5/2016,758.57,,,,
,,4/6/2016,768.07,,,,
,,4/7/2016,760.12,,,,
,,4/8/2016,759.47,,,,
,,4/11/2016,757.54,,,,
,,4/12/2016,764.32,,,,
,,4/13/2016,771.91,,,,
,,4/14/2016,775.39,,,,
,,4/15/2016,780,,,,
,,4/18/2016,787.68,,,,
,,4/19/2016,776.25,,,,
,,4/20/2016,774.92,,,,
,,4/21/2016,780,,,,
,,4/22/2016,737.77,,,,
,,4/25/2016,742.21,,,,
,,4/26/2016,725.37,,,,
,,4/27/2016,721.46,,,,
,,4/28/2016,705.06,,,,
,,4/29/2016,707.88,,,,
,,5/2/2016,714.41,,,,
,,5/3/2016,708.44,,,,
,,5/4/2016,711.37,,,,
,,5/5/2016,714.71,,,,
,,5/6/2016,725.18,,,,
,,5/9/2016,729.13,,,,
,,5/10/2016,739.38,,,,
,,5/11/2016,730.55,,,,
,,5/12/2016,728.07,,,,
,,5/13/2016,724.83,,,,
,,5/16/2016,730.3,,,,
,,5/17/2016,720.19,,,,
,,5/18/2016,721.78,,,,
,,5/19/2016,715.31,,,,
,,5/20/2016,721.71,,,,
,,5/23/2016,717.25,,,,
,,5/24/2016,733.03,,,,
,,5/25/2016,738.1,,,,
,,5/26/2016,736.93,,,,
,,5/27/2016,747.6,,,,
,,5/31/2016,748.85,,,,
,,6/1/2016,748.46,,,,
,,6/2/2016,744.27,,,,
,,6/3/2016,735.86,,,,
,,6/6/2016,730.06,,,,
,,6/7/2016,731.09,,,,
,,6/8/2016,742.93,,,,
,,6/9/2016,742.52,,,,
,,6/10/2016,733.19,,,,
,,6/13/2016,731.88,,,,
,,6/14/2016,733.25,,,,
,,6/15/2016,732.19,,,,
,,6/16/2016,724.25,,,,
,,6/17/2016,704.25,,,,
,,6/20/2016,706.13,,,,
,,6/21/2016,708.88,,,,
,,6/22/2016,710.47,,,,
,,6/23/2016,714.87,,,,
,,6/24/2016,685.2,,,,
,,6/27/2016,681.14,,,,
,,6/28/2016,691.26,,,,
,,6/29/2016,695.19,,,,
,,6/30/2016,703.53,,,,
,,7/1/2016,710.25,,,,
,,7/5/2016,704.89,,,,
,,7/6/2016,708.97,,,,
,,7/7/2016,707.26,,,,
,,7/8/2016,717.78,,,,
,,7/11/2016,727.2,,,,
,,7/12/2016,732.51,,,,
,,7/13/2016,729.48,,,,
,,7/14/2016,735.8,,,,
,,7/15/2016,735.63,,,,
,,7/18/2016,753.2,,,,
,,7/19/2016,753.41,,,,
,,7/20/2016,757.08,,,,
,,7/21/2016,754.41,,,,
,,7/22/2016,759.28,,,,
,,7/25/2016,757.52,,,,
,,7/26/2016,757.65,,,,
,,7/27/2016,761.97,,,,
,,7/28/2016,765.84,,,,
,,7/29/2016,791.34,,,,
,,8/1/2016,800.94,,,,
,,8/2/2016,800.12,,,,
,,8/3/2016,798.92,,,,
,,8/4/2016,797.25,,,,
,,8/5/2016,806.93,,,,
,,8/8/2016,805.23,,,,
,,8/9/2016,807.48,,,,
,,8/10/2016,808.49,,,,
,,8/11/2016,808.2,,,,
,,8/12/2016,807.05,,,,
,,8/15/2016,805.96,,,,
,,8/16/2016,801.19,,,,
,,8/17/2016,805.42,,,,
,,8/18/2016,802.75,,,,
,,8/19/2016,799.65,,,,
,,8/22/2016,796.95,,,,
,,8/23/2016,796.59,,,,
,,8/24/2016,793.6,,,,
,,8/25/2016,791.3,,,,
,,8/26/2016,793.22,,,,
,,8/29/2016,795.82,,,,
,,8/30/2016,791.92,,,,
,,8/31/2016,789.85,,,,
,,9/1/2016,791.4,,,,
,,9/2/2016,796.87,,,,
,,9/6/2016,808.02,,,,
,,9/7/2016,807.99,,,,
,,9/8/2016,802.84,,,,
,,9/9/2016,788.48,,,,
,,9/12/2016,798.82,,,,
,,9/13/2016,788.72,,,,
,,9/14/2016,790.46,,,,
,,9/15/2016,801.23,,,,
,,9/16/2016,797.97,,,,
,,9/19/2016,795.39,,,,
,,9/20/2016,799.78,,,,
,,9/21/2016,805.03,,,,
,,9/22/2016,815.95,,,,
,,9/23/2016,814.96,,,,
,,9/26/2016,802.65,,,,
,,9/27/2016,810.73,,,,
,,9/28/2016,810.06,,,,
,,9/29/2016,802.64,,,,
,,9/30/2016,804.06,,,,
,,10/3/2016,800.38,,,,
,,10/4/2016,802.79,,,,
,,10/5/2016,801.23,,,,
,,10/6/2016,803.08,,,,
,,10/7/2016,800.71,,,,
,,10/10/2016,814.17,,,,
,,10/11/2016,809.57,,,,
,,10/12/2016,811.77,,,,
,,10/13/2016,804.08,,,,
,,10/14/2016,804.6,,,,
,,10/17/2016,806.84,,,,
,,10/18/2016,821.49,,,,
,,10/19/2016,827.09,,,,
,,10/20/2016,821.63,,,,
,,10/21/2016,824.06,,,,
,,10/24/2016,835.74,,,,
,,10/25/2016,828.55,,,,
,,10/26/2016,822.1,,,,
,,10/27/2016,817.35,,,,
,,10/28/2016,819.56,,,,
,,10/31/2016,809.9,,,,
,,11/1/2016,805.48,,,,
,,11/2/2016,788.42,,,,
,,11/3/2016,782.19,,,,
,,11/4/2016,781.1,,,,
,,11/7/2016,802.03,,,,
,,11/8/2016,811.98,,,,
,,11/9/2016,805.59,,,,
,,11/10/2016,780.29,,,,
,,11/11/2016,771.75,,,,
,,11/14/2016,753.22,,,,
,,11/15/2016,775.16,,,,
,,11/16/2016,779.98,,,,
,,11/17/2016,786.16,,,,
,,11/18/2016,775.97,,,,
,,11/21/2016,784.8,,,,
,,11/22/2016,785,,,,
,,11/23/2016,779,,,,
,,11/25/2016,780.23,,,,
,,11/28/2016,785.79,,,,
,,11/29/2016,789.44,,,,
,,11/30/2016,775.88,,,,
,,12/1/2016,764.33,,,,
,,12/2/2016,764.46,,,,
,,12/5/2016,778.22,,,,
,,12/6/2016,776.18,,,,
,,12/7/2016,791.47,,,,
,,12/8/2016,795.17,,,,
,,12/9/2016,809.45,,,,
,,12/12/2016,807.9,,,,
,,12/13/2016,815.34,,,,
,,12/14/2016,817.89,,,,
,,12/15/2016,815.65,,,,
,,12/16/2016,809.84,,,,
,,12/19/2016,812.5,,,,
,,12/20/2016,815.2,,,,
,,12/21/2016,812.2,,,,
,,12/22/2016,809.68,,,,
,,12/23/2016,807.8,,,,
,,12/27/2016,809.93,,,,
,,12/28/2016,804.57,,,,
,,12/29/2016,802.88,,,,
,,12/30/2016,792.45,,,,
,,1/3/2017,808.01,,,,
,,1/4/2017,807.77,,,,
,,1/5/2017,813.02,,,,
,,1/6/2017,825.21,,,,
,,1/9/2017,827.18,,,,
,,1/10/2017,826.01,,,,
,,1/11/2017,829.86,,,,
,,1/12/2017,829.53,,,,
,,1/13/2017,830.94,,,,
,,1/17/2017,827.46,,,,
,,1/18/2017,829.02,,,,
,,1/19/2017,824.37,,,,
,,1/20/2017,828.17,,,,
,,1/23/2017,844.43,,,,
,,1/24/2017,849.53,,,,
,,1/25/2017,858.45,,,,
,,1/26/2017,856.98,,,,
,,1/27/2017,845.03,,,,
,,1/30/2017,823.83,,,,
,,1/31/2017,820.19,,,,
,,2/1/2017,815.24,,,,
,,2/2/2017,818.26,,,,
,,2/3/2017,820.13,,,,
,,2/6/2017,821.62,,,,
,,2/7/2017,829.23,,,,
,,2/8/2017,829.88,,,,
,,2/9/2017,830.06,,,,
,,2/10/2017,834.85,,,,
,,2/13/2017,838.96,,,,
,,2/14/2017,840.03,,,,
,,2/15/2017,837.32,,,,
,,2/16/2017,842.17,,,,
,,2/17/2017,846.55,,,,
,,2/21/2017,849.27,,,,
,,2/22/2017,851.36,,,,
,,2/23/2017,851,,,,
,,2/24/2017,847.81,,,,
,,2/27/2017,849.67,,,,
,,2/28/2017,844.93,,,,
,,3/1/2017,856.75,,,,
,,3/2/2017,849.85,,,,
,,3/3/2017,849.08,,,,
,,3/6/2017,847.27,,,,
,,3/7/2017,851.15,,,,
,,3/8/2017,853.64,,,,
,,3/9/2017,857.84,,,,
,,3/10/2017,861.405,,,,
,,3/13/2017,864.58,,,,
,,3/14/2017,865.91,,,,
,,3/15/2017,868.39,,,,
,,3/16/2017,870,,,,
,,3/17/2017,872.37,,,,
,,3/20/2017,867.91,,,,
,,3/21/2017,850.14,,,,
,,3/22/2017,849.8,,,,
,,3/23/2017,839.65,,,,
,,3/24/2017,835.14,,,,
,,3/27/2017,838.51,,,,
,,3/28/2017,840.63,,,,
,,3/29/2017,849.87,,,,
,,3/30/2017,849.48,,,,
,,3/31/2017,847.8,,,,
,,4/3/2017,856.75,,,,
,,4/4/2017,852.57,,,,
,,4/5/2017,848.91,,,,
,,4/6/2017,845.095,,,,
,,4/7/2017,842.1,,,,
,,4/10/2017,841.7,,,,
,,4/11/2017,839.88,,,,
,,4/12/2017,841.46,,,,
,,4/13/2017,840.18,,,,
,,4/17/2017,855.13,,,,
,,4/18/2017,853.99,,,,
,,4/19/2017,856.51,,,,
,,4/20/2017,860.08,,,,
,,4/21/2017,858.95,,,,
,,4/24/2017,878.93,,,,
,,4/25/2017,888.84,,,,
,,4/26/2017,889.14,,,,
,,4/27/2017,891.44,,,,
,,4/28/2017,924.52,,,,
,,5/1/2017,932.82,,,,
,,5/2/2017,937.09,,,,
,,5/3/2017,948.45,,,,
,,5/4/2017,954.72,,,,
,,5/5/2017,950.28,,,,
,,5/8/2017,958.69,,,,
,,5/9/2017,956.71,,,,
,,5/10/2017,954.84,,,,
,,5/11/2017,955.89,,,,
,,5/12/2017,955.14,,,,
,,5/15/2017,959.22,,,,
,,5/16/2017,964.61,,,,
,,5/17/2017,942.17,,,,
,,5/18/2017,950.5,,,,
,,5/19/2017,954.65,,,,
,,5/22/2017,964.07,,,,
,,5/23/2017,970.55,,,,
,,5/24/2017,977.61,,,,
,,5/25/2017,991.86,,,,
,,5/26/2017,993.27,,,,
,,5/30/2017,996.17,,,,
,,5/31/2017,987.09,,,,
,,6/1/2017,988.29,,,,
,,6/2/2017,996.12,,,,
,,6/5/2017,1003.88,,,,
,,6/6/2017,996.68,,,,
,,6/7/2017,1001.59,,,,
,,6/8/2017,1004.28,,,,
,,6/9/2017,970.12,,,,
,,6/12/2017,961.81,,,,
,,6/13/2017,970.5,,,,
,,6/14/2017,967.93,,,,
,,6/15/2017,960.18,,,,
,,6/16/2017,958.62,,,,
,,6/19/2017,975.22,,,,
,,6/20/2017,968.99,,,,
,,6/21/2017,978.59,,,,
,,6/22/2017,976.62,,,,
,,6/23/2017,986.09,,,,
,,6/26/2017,972.09,,,,
,,6/27/2017,948.09,,,,
,,6/28/2017,961.01,,,,
,,6/29/2017,937.82,,,,
,,6/30/2017,929.68,,,,
,,7/3/2017,919.46,,,,
,,7/5/2017,932.26,,,,
,,7/6/2017,927.69,,,,
,,7/7/2017,940.81,,,,
,,7/10/2017,951,,,,
,,7/11/2017,953.53,,,,
,,7/12/2017,967.66,,,,
,,7/13/2017,968.85,,,,
,,7/14/2017,976.91,,,,
,,7/17/2017,975.96,,,,
,,7/18/2017,986.95,,,,
,,7/19/2017,992.77,,,,
,,7/20/2017,992.19,,,,
,,7/21/2017,993.84,,,,
,,7/24/2017,998.31,,,,
,,7/25/2017,969.03,,,,
,,7/26/2017,965.31,,,,
,,7/27/2017,952.51,,,,
,,7/28/2017,958.33,,,,
,,7/31/2017,945.5,,,,
,,8/1/2017,946.56,,,,
,,8/2/2017,947.64,,,,
,,8/3/2017,940.3,,,,
,,8/4/2017,945.79,,,,
,,8/7/2017,945.75,,,,
,,8/8/2017,944.19,,,,
,,8/9/2017,940.08,,,,
,,8/10/2017,923.59,,,,
,,8/11/2017,930.09,,,,
,,8/14/2017,938.93,,,,
,,8/15/2017,938.08,,,,
,,8/16/2017,944.27,,,,
,,8/17/2017,927.66,,,,
,,8/18/2017,926.18,,,,
,,8/21/2017,920.87,,,,
,,8/22/2017,940.4,,,,
,,8/23/2017,942.58,,,,
,,8/24/2017,936.89,,,,
,,8/25/2017,930.5,,,,
,,8/28/2017,928.13,,,,
,,8/29/2017,935.75,,,,
,,8/30/2017,943.63,,,,
,,8/31/2017,955.24,,,,
,,9/1/2017,951.99,,,,
,,9/5/2017,941.48,,,,
,,9/6/2017,942.02,,,,
,,9/7/2017,949.89,,,,
,,9/8/2017,941.41,,,,
,,9/11/2017,943.29,,,,
,,9/12/2017,946.65,,,,
,,9/13/2017,950.44,,,,
,,9/14/2017,940.13,,,,
,,9/15/2017,935.29,,,,
,,9/18/2017,929.75,,,,
,,9/19/2017,936.86,,,,
,,9/20/2017,947.54,,,,
,,9/21/2017,947.55,,,,
,,9/22/2017,943.26,,,,
,,9/25/2017,934.28,,,,
,,9/26/2017,937.43,,,,
,,9/27/2017,959.9,,,,
,,9/28/2017,964.81,,,,
,,9/29/2017,973.72,,,,
,,10/2/2017,967.47,,,,
,,10/3/2017,972.08,,,,
,,10/4/2017,966.78,,,,
,,10/5/2017,985.19,,,,
,,10/6/2017,993.64,,,,
,,10/9/2017,992.31,,,,
,,10/10/2017,987.8,,,,
,,10/11/2017,1005.65,,,,
,,10/12/2017,1005.65,,,,
,,10/13/2017,1007.87,,,,
,,10/16/2017,1009.35,,,,
,,10/17/2017,1011,,,,
,,10/18/2017,1012.74,,,,
,,10/19/2017,1001.84,,,,
,,10/20/2017,1005.07,,,,
,,10/23/2017,985.54,,,,
,,10/24/2017,988.49,,,,
,,10/25/2017,991.46,,,,
,,10/26/2017,991.42,,,,
,,10/27/2017,1033.67,,,,
,,10/30/2017,1033.13,,,,
,,10/31/2017,1033.04,,,,
,,11/1/2017,1042.595,,,,
,,11/2/2017,1042.97,,,,
,,11/3/2017,1049.99,,,,
,,11/6/2017,1042.68,,,,
